"Period","age","fertility_rate","country","gender","date"
"2015-2020","20-24",85.486,"Russian Federation","Female","2018"
"2015-2020","20-24",85.486,"Russian Federation","Female","2019"
"2000-2005","25-29",76.448,"Russian Federation","Female","2003"
"2000-2005","25-29",76.448,"Russian Federation","Female","2004"
"2005-2010","25-29",87.728,"Russian Federation","Female","2005"
"2005-2010","25-29",87.728,"Russian Federation","Female","2006"
"2005-2010","25-29",87.728,"Russian Federation","Female","2007"
"2005-2010","25-29",87.728,"Russian Federation","Female","2008"
"2005-2010","25-29",87.728,"Russian Federation","Female","2009"
"2010-2015","25-29",106.025,"Russian Federation","Female","2010"
"2010-2015","25-29",106.025,"Russian Federation","Female","2011"
"2010-2015","25-29",106.025,"Russian Federation","Female","2012"
"2010-2015","25-29",106.025,"Russian Federation","Female","2013"
"2010-2015","25-29",106.025,"Russian Federation","Female","2014"
"2015-2020","25-29",115.71,"Russian Federation","Female","2015"
"2015-2020","25-29",115.71,"Russian Federation","Female","2016"
"2015-2020","25-29",115.71,"Russian Federation","Female","2017"
"2015-2020","25-29",115.71,"Russian Federation","Female","2018"
"2015-2020","25-29",115.71,"Russian Federation","Female","2019"
"2000-2005","30-34",42.681,"Russian Federation","Female","2003"
"2000-2005","30-34",42.681,"Russian Federation","Female","2004"
"2005-2010","30-34",56.769,"Russian Federation","Female","2005"
"2005-2010","30-34",56.769,"Russian Federation","Female","2006"
"2005-2010","30-34",56.769,"Russian Federation","Female","2007"
"2005-2010","30-34",56.769,"Russian Federation","Female","2008"
"2005-2010","30-34",56.769,"Russian Federation","Female","2009"
"2010-2015","30-34",74.733,"Russian Federation","Female","2010"
"2010-2015","30-34",74.733,"Russian Federation","Female","2011"
"2010-2015","30-34",74.733,"Russian Federation","Female","2012"
"2010-2015","30-34",74.733,"Russian Federation","Female","2013"
"2010-2015","30-34",74.733,"Russian Federation","Female","2014"
"2015-2020","30-34",88.435,"Russian Federation","Female","2015"
"2015-2020","30-34",88.435,"Russian Federation","Female","2016"
"2015-2020","30-34",88.435,"Russian Federation","Female","2017"
"2015-2020","30-34",88.435,"Russian Federation","Female","2018"
"2015-2020","30-34",88.435,"Russian Federation","Female","2019"
"2000-2005","35-39",15.142,"Russian Federation","Female","2003"
"2000-2005","35-39",15.142,"Russian Federation","Female","2004"
"2005-2010","35-39",24.06,"Russian Federation","Female","2005"
"2005-2010","35-39",24.06,"Russian Federation","Female","2006"
"2005-2010","35-39",24.06,"Russian Federation","Female","2007"
"2005-2010","35-39",24.06,"Russian Federation","Female","2008"
"2005-2010","35-39",24.06,"Russian Federation","Female","2009"
"2010-2015","35-39",35.4,"Russian Federation","Female","2010"
"2010-2015","35-39",35.4,"Russian Federation","Female","2011"
"2010-2015","35-39",35.4,"Russian Federation","Female","2012"
"2010-2015","35-39",35.4,"Russian Federation","Female","2013"
"2010-2015","35-39",35.4,"Russian Federation","Female","2014"
"2015-2020","35-39",43.867,"Russian Federation","Female","2015"
"2015-2020","35-39",43.867,"Russian Federation","Female","2016"
"2015-2020","35-39",43.867,"Russian Federation","Female","2017"
"2015-2020","35-39",43.867,"Russian Federation","Female","2018"
"2015-2020","35-39",43.867,"Russian Federation","Female","2019"
"2000-2005","40-44",2.669,"Russian Federation","Female","2003"
"2000-2005","40-44",2.669,"Russian Federation","Female","2004"
"2005-2010","40-44",4.17,"Russian Federation","Female","2005"
"2005-2010","40-44",4.17,"Russian Federation","Female","2006"
"2005-2010","40-44",4.17,"Russian Federation","Female","2007"
"2005-2010","40-44",4.17,"Russian Federation","Female","2008"
"2005-2010","40-44",4.17,"Russian Federation","Female","2009"
"2010-2015","40-44",7.182,"Russian Federation","Female","2010"
"2010-2015","40-44",7.182,"Russian Federation","Female","2011"
"2010-2015","40-44",7.182,"Russian Federation","Female","2012"
"2010-2015","40-44",7.182,"Russian Federation","Female","2013"
"2010-2015","40-44",7.182,"Russian Federation","Female","2014"
"2015-2020","40-44",9.426,"Russian Federation","Female","2015"
"2015-2020","40-44",9.426,"Russian Federation","Female","2016"
"2015-2020","40-44",9.426,"Russian Federation","Female","2017"
"2015-2020","40-44",9.426,"Russian Federation","Female","2018"
"2015-2020","40-44",9.426,"Russian Federation","Female","2019"
"2000-2005","45-49",0.127,"Russian Federation","Female","2003"
"2000-2005","45-49",0.127,"Russian Federation","Female","2004"
"2005-2010","45-49",0.181,"Russian Federation","Female","2005"
"2005-2010","45-49",0.181,"Russian Federation","Female","2006"
"2005-2010","45-49",0.181,"Russian Federation","Female","2007"
"2005-2010","45-49",0.181,"Russian Federation","Female","2008"
"2005-2010","45-49",0.181,"Russian Federation","Female","2009"
"2010-2015","45-49",0.329,"Russian Federation","Female","2010"
"2010-2015","45-49",0.329,"Russian Federation","Female","2011"
"2010-2015","45-49",0.329,"Russian Federation","Female","2012"
"2010-2015","45-49",0.329,"Russian Federation","Female","2013"
"2010-2015","45-49",0.329,"Russian Federation","Female","2014"
"2015-2020","45-49",0.477,"Russian Federation","Female","2015"
"2015-2020","45-49",0.477,"Russian Federation","Female","2016"
"2015-2020","45-49",0.477,"Russian Federation","Female","2017"
"2015-2020","45-49",0.477,"Russian Federation","Female","2018"
"2015-2020","45-49",0.477,"Russian Federation","Female","2019"
