V4_1,Data Marking,calendar-years,Time,administrative-geography,Geography,week-number,Week,sex,Sex,age-groups,AgeGroups,recorded-deaths,Deaths
521,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
438,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
8422,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,all-ages,All ages,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
10,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,15-19,15-19,total-registered-deaths,Total registered deaths
5,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,15-19,15-19,total-registered-deaths,Total registered deaths
750,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,90+,90+,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
166,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,55-59,55-59,total-registered-deaths,Total registered deaths
726,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,75-79,75-79,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,1-4,01-04,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,5-9,05-09,total-registered-deaths,Total registered deaths
31,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,25-29,25-29,total-registered-deaths,Total registered deaths
7,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,1-4,01-04,total-registered-deaths,Total registered deaths
106,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,50-54,50-54,total-registered-deaths,Total registered deaths
48,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,0-1,00-01,total-registered-deaths,Total registered deaths
4,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,5-9,05-09,total-registered-deaths,Total registered deaths
849,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,45-49,45-49,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,all-ages,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
47,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,30-34,30-34,total-registered-deaths,Total registered deaths
150,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,55-59,55-59,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
520,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,70-74,70-74,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,0-1,00-01,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
24,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,0-1,00-01,total-registered-deaths,Total registered deaths
1684,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,50-54,50-54,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
38,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,0-1,00-01,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
205,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
189,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,45-49,45-49,total-registered-deaths,Total registered deaths
69,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,0-1,00-01,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,25-29,25-29,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
780,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,90+,90+,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,10-14,10-14,total-registered-deaths,Total registered deaths
19,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,20-24,20-24,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
18,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,35-39,35-39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
236,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,35-39,35-39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
36,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,5-9,05-09,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
317,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,55-59,55-59,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
28,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,35-39,35-39,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
904,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1926,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,90+,90+,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
72,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,40-44,40-44,total-registered-deaths,Total registered deaths
945,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,75-79,75-79,total-registered-deaths,Total registered deaths
1270,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
749,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,70-74,70-74,total-registered-deaths,Total registered deaths
1581,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
11,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1117,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,85-89,85-89,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,40-44,40-44,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1612,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,75-79,75-79,total-registered-deaths,Total registered deaths
909,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,60-64,60-64,total-registered-deaths,Total registered deaths
33,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
263,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,50-54,50-54,total-registered-deaths,Total registered deaths
110,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,0-1,00-01,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
713,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,65-69,65-69,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
473,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,25-29,25-29,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,0-1,00-01,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,1-4,01-04,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
21,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,20-24,20-24,total-registered-deaths,Total registered deaths
1,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,10-14,10-14,total-registered-deaths,Total registered deaths
332,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,65-69,65-69,total-registered-deaths,Total registered deaths
306,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,50-54,50-54,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
806,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
4,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,1-4,01-04,total-registered-deaths,Total registered deaths
200,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,50-54,50-54,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
19,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,25-29,25-29,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1766,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
835,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,0-1,00-01,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
8,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
19,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
255,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,all-ages,All ages,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
70,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,35-39,35-39,total-registered-deaths,Total registered deaths
4,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,20-24,20-24,total-registered-deaths,Total registered deaths
886,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,75-79,75-79,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
245,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,55-59,55-59,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,5-9,05-09,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,20-24,20-24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
5,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,5-9,05-09,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1190,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,65-69,65-69,total-registered-deaths,Total registered deaths
2,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
690,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,70-74,70-74,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
5,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,10-14,10-14,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1615,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,80-84,80-84,total-registered-deaths,Total registered deaths
3,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,10-14,10-14,total-registered-deaths,Total registered deaths
1,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
884,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
29,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,30-34,30-34,total-registered-deaths,Total registered deaths
562,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,60-64,60-64,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1414,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,80-84,80-84,total-registered-deaths,Total registered deaths
163,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
141,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
163,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,50-54,50-54,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
34,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,40-44,40-44,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
10,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,15-19,15-19,total-registered-deaths,Total registered deaths
107,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,55-59,55-59,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
316,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
3,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,1-4,01-04,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,1-4,01-04,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2924,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,90+,90+,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
12990,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,all-ages,All ages,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,35-39,35-39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
25,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,35-39,35-39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
7,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,1-4,01-04,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,40-44,40-44,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
134,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,50-54,50-54,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
991,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,90+,90+,total-registered-deaths,Total registered deaths
672,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
4,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,5-9,05-09,total-registered-deaths,Total registered deaths
77,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,35-39,35-39,total-registered-deaths,Total registered deaths
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,5-9,05-09,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2103,,2020,2020,K04000001,England and Wales,week-3,Week 3,all,All,80-84,80-84,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,35-39,35-39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,90+,90+,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1656,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,85-89,85-89,total-registered-deaths,Total registered deaths
3029,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,80-84,80-84,total-registered-deaths,Total registered deaths
1176,,2021,2021,K04000001,England and Wales,week-3,Week 3,female,Female,90+,90+,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
4,,2021,2021,K04000001,England and Wales,week-3,Week 3,male,Male,25-29,25-29,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
10,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
96,,2021,2021,K04000001,England and Wales,week-3,Week 3,all,All,35-39,35-39,total-registered-deaths,Total registered deaths
1933,,2020,2020,K04000001,England and Wales,week-3,Week 3,female,Female,90+,90+,total-registered-deaths,Total registered deaths
471,,2020,2020,K04000001,England and Wales,week-3,Week 3,male,Male,65-69,65-69,total-registered-deaths,Total registered deaths
