country,age,date,afr,gender,fertility_rate
France,35-39,2015,0.0618314527423052,Female,61.831452742305196
France,35-39,2016,0.0624260084815022,Female,62.426008481502194
France,35-39,2017,0.0628419721635943,Female,62.8419721635943
France,35-39,2018,0.0630654629205221,Female,63.06546292052211
France,35-39,2019,0.0630746085293384,Female,63.0746085293384
France,40-44,2003,0.00954180621710525,Female,9.54180621710525
France,40-44,2004,0.010038711903447,Female,10.038711903447
France,40-44,2005,0.0105263790856002,Female,10.5263790856002
France,40-44,2006,0.0108025446055792,Female,10.8025446055792
France,40-44,2007,0.011088996291196,Female,11.088996291196
France,40-44,2008,0.0113192047022875,Female,11.3192047022875
France,40-44,2009,0.0116260432568414,Female,11.626043256841399
France,40-44,2010,0.0122474665086642,Female,12.2474665086642
France,40-44,2011,0.012622032826726,Female,12.622032826726
France,40-44,2012,0.012960564495347,Female,12.960564495347
France,40-44,2013,0.0135868630524851,Female,13.5868630524851
France,40-44,2014,0.0136264143392767,Female,13.6264143392767
France,40-44,2015,0.0134431109155886,Female,13.4431109155886
France,40-44,2016,0.0137195765525373,Female,13.7195765525373
France,40-44,2017,0.0140649313226677,Female,14.0649313226677
France,40-44,2018,0.0142484887146465,Female,14.2484887146465
France,40-44,2019,0.0142712812083401,Female,14.2712812083401
France,45-49,2003,4.29584610345505e-4,Female,0.429584610345505
France,45-49,2004,4.72828431599865e-4,Female,0.472828431599865
France,45-49,2005,4.88136816168032e-4,Female,0.488136816168032
France,45-49,2006,4.95274518598074e-4,Female,0.495274518598074
France,45-49,2007,5.27639558902666e-4,Female,0.527639558902666
France,45-49,2008,5.70285749029026e-4,Female,0.570285749029026
France,45-49,2009,6.23471236800727e-4,Female,0.623471236800727
France,45-49,2010,6.62387782228035e-4,Female,0.6623877822280351
France,45-49,2011,0.00067359175518944805,Female,0.673591755189448
France,45-49,2012,6.98239397838658e-4,Female,0.698239397838658
France,45-49,2013,7.46081050639732e-4,Female,0.746081050639732
France,45-49,2014,7.80881119001704e-4,Female,0.780881119001704
France,45-49,2015,7.85684068584982e-4,Female,0.7856840685849821
France,45-49,2016,8.2682299458541e-4,Female,0.82682299458541
France,45-49,2017,8.94543889383885e-4,Female,0.8945438893838851
France,45-49,2018,9.29644718873972e-4,Female,0.929644718873972
France,45-49,2019,9.29300394453955e-4,Female,0.9293003944539551
France,50-54,2003,1.45659206391807e-5,Female,0.0145659206391807
France,50-54,2004,1.60321884089207e-5,Female,0.0160321884089207
France,50-54,2005,1.65512496354266e-5,Female,0.0165512496354266
France,50-54,2006,1.6793267632902e-5,Female,0.016793267632902
France,50-54,2007,1.78906686971101e-5,Female,0.0178906686971101
France,50-54,2008,1.93366725947925e-5,Female,0.0193366725947925
France,50-54,2009,2.11400323413524e-5,Female,0.0211400323413524
France,50-54,2010,2.24595752174097e-5,Female,0.0224595752174097
France,50-54,2011,2.28394682048894e-5,Female,0.0228394682048894
France,50-54,2012,2.36751955520179e-5,Female,0.0236751955520179
France,50-54,2013,2.5297361945239498e-05,Female,0.0252973619452395
France,50-54,2014,2.64773274788997e-5,Female,0.0264773274788997
France,50-54,2015,2.66401810373821e-5,Female,0.0266401810373821
France,50-54,2016,2.80350781469909e-5,Female,0.0280350781469909
France,50-54,2017,3.03312897790964e-5,Female,0.0303312897790964
France,50-54,2018,3.15214532170064e-5,Female,0.031521453217006404
France,50-54,2019,3.15097782126992e-5,Female,0.0315097782126992
