"year","age","gender","country","value","pop","fertility_rate"
"2006","25-29","Male","Philippines",458949,3658,125.464461454347
"2006","30-34","Male","Philippines",372744,3210,116.119626168224
"2006","35-39","Male","Philippines",249378,2839,87.8400845368087
"2006","40-44","Male","Philippines",128315,2495,51.4288577154309
"2006","45-49","Male","Philippines",52500,2118,24.7875354107649
"2006","50-54","Male","Philippines",16619,1740,9.55114942528736
"2006","55-59","Male","Philippines",5847,1265,4.62213438735178
"2006","60-64","Male","Philippines",2079,863,2.4090382387022
"2006","65+","Male","Philippines",1716,1410,1.21702127659574
"2007","15-19","Male","Philippines",36203,4740,7.63776371308017
"2007","20-24","Male","Philippines",306531,4168,73.543905950096
"2007","25-29","Male","Philippines",458949,3658,125.464461454347
"2007","30-34","Male","Philippines",372744,3210,116.119626168224
"2007","35-39","Male","Philippines",249378,2839,87.8400845368087
"2007","40-44","Male","Philippines",128315,2495,51.4288577154309
"2007","45-49","Male","Philippines",52500,2118,24.7875354107649
"2007","50-54","Male","Philippines",16619,1740,9.55114942528736
"2007","55-59","Male","Philippines",5847,1265,4.62213438735178
"2007","60-64","Male","Philippines",2079,863,2.4090382387022
"2007","65+","Male","Philippines",1716,1410,1.21702127659574
"2008","15-19","Male","Philippines",195662,4891,40.0044980576569
"2008","20-24","Male","Philippines",495958,4282,115.823914058851
"2008","25-29","Male","Philippines",461020,3767,122.383859835413
"2008","30-34","Male","Philippines",328063,3393,96.6881815502505
"2008","35-39","Male","Philippines",187578,2995,62.6303839732888
"2008","40-44","Male","Philippines",66064,2682,24.6323639075317
"2008","45-49","Male","Philippines",7712,2282,3.3794916739702
"2008","50-54","Male","Philippines",494,1875,0.263466666666667
"2008","55-59","Male","Philippines",34,1428,0.0238095238095238
"2008","60-64","Male","Philippines",0,982,0
"2008","65+","Male","Philippines",0,1558,0
"2009","15-19","Male","Philippines",195662,4891,40.0044980576569
"2009","20-24","Male","Philippines",495958,4282,115.823914058851
"2009","25-29","Male","Philippines",461020,3767,122.383859835413
"2009","30-34","Male","Philippines",328063,3393,96.6881815502505
"2009","35-39","Male","Philippines",187578,2995,62.6303839732888
"2009","40-44","Male","Philippines",66064,2682,24.6323639075317
"2009","45-49","Male","Philippines",7712,2282,3.3794916739702
"2009","50-54","Male","Philippines",494,1875,0.263466666666667
"2009","55-59","Male","Philippines",34,1428,0.0238095238095238
"2009","60-64","Male","Philippines",0,982,0
"2009","65+","Male","Philippines",0,1558,0
"2010","15-19","Male","Philippines",50942,5125,9.93990243902439
"2010","20-24","Male","Philippines",336210,4568,73.6011383537653
"2010","25-29","Male","Philippines",434400,3959,109.724677948977
"2010","30-34","Male","Philippines",386932,3566,108.505888951206
"2010","35-39","Male","Philippines",243027,3191,76.1601378878095
"2010","40-44","Male","Philippines",132535,2858,46.3733379986004
"2010","45-49","Male","Philippines",52538,2490,21.0995983935743
"2010","50-54","Male","Philippines",17850,2067,8.63570391872279
"2010","55-59","Male","Philippines",6380,1615,3.95046439628483
"2010","60-64","Male","Philippines",2601,1158,2.24611398963731
"2010","65+","Male","Philippines",1521,1768,0.860294117647059
"2011","15-19","Male","Philippines",50942,5125,9.93990243902439
"2011","20-24","Male","Philippines",336210,4568,73.6011383537653
"2011","25-29","Male","Philippines",434400,3959,109.724677948977
"2011","30-34","Male","Philippines",386932,3566,108.505888951206
"2011","35-39","Male","Philippines",243027,3191,76.1601378878095
"2011","40-44","Male","Philippines",132535,2858,46.3733379986004
"2011","45-49","Male","Philippines",52538,2490,21.0995983935743
"2011","50-54","Male","Philippines",17850,2067,8.63570391872279
"2011","55-59","Male","Philippines",6380,1615,3.95046439628483
"2011","60-64","Male","Philippines",2601,1158,2.24611398963731
"2011","65+","Male","Philippines",1521,1768,0.860294117647059
"2012","15-19","Male","Philippines",50942,5125,9.93990243902439
"2012","20-24","Male","Philippines",336210,4568,73.6011383537653
"2012","25-29","Male","Philippines",434400,3959,109.724677948977
"2012","30-34","Male","Philippines",386932,3566,108.505888951206
"2012","35-39","Male","Philippines",243027,3191,76.1601378878095
"2012","40-44","Male","Philippines",132535,2858,46.3733379986004
"2012","45-49","Male","Philippines",52538,2490,21.0995983935743
"2012","50-54","Male","Philippines",17850,2067,8.63570391872279
"2012","55-59","Male","Philippines",6380,1615,3.95046439628483
"2012","60-64","Male","Philippines",2601,1158,2.24611398963731
"2012","65+","Male","Philippines",1521,1768,0.860294117647059
"2013","15-19","Male","Philippines",53258,5221,10.2007278299176
"2013","20-24","Male","Philippines",339142,4790,70.8020876826722
"2013","25-29","Male","Philippines",422732,4136,102.207930367505
"2013","30-34","Male","Philippines",367405,3654,100.548713738369
"2013","35-39","Male","Philippines",237948,3319,71.6926785176258
"2013","40-44","Male","Philippines",123388,2931,42.0975776185602
"2013","45-49","Male","Philippines",50133,2610,19.2080459770115
"2013","50-54","Male","Philippines",17548,2174,8.07175712971481
"2013","55-59","Male","Philippines",6147,1736,3.54089861751152
"2013","60-64","Male","Philippines",2563,1264,2.02768987341772
"2013","65+","Male","Philippines",1622,1905,0.851443569553806
"2014","15-19","Male","Philippines",53258,5221,10.2007278299176
"2014","20-24","Male","Philippines",339142,4790,70.8020876826722
"2014","25-29","Male","Philippines",422732,4136,102.207930367505
"2014","30-34","Male","Philippines",367405,3654,100.548713738369
"2014","35-39","Male","Philippines",237948,3319,71.6926785176258
"2014","40-44","Male","Philippines",123388,2931,42.0975776185602
"2014","45-49","Male","Philippines",50133,2610,19.2080459770115
"2014","50-54","Male","Philippines",17548,2174,8.07175712971481
"2014","55-59","Male","Philippines",6147,1736,3.54089861751152
"2014","60-64","Male","Philippines",2563,1264,2.02768987341772
"2014","65+","Male","Philippines",1622,1905,0.851443569553806
"2015","15-19","Male","Philippines",52789,5265,10.0264007597341
"2015","20-24","Male","Philippines",334718,4886,68.505525992632
"2015","25-29","Male","Philippines",424115,4237,100.097946660373
"2015","30-34","Male","Philippines",358963,3714,96.6513193322563
"2015","35-39","Male","Philippines",241886,3376,71.6486966824645
"2015","40-44","Male","Philippines",122441,2979,41.1013763007721
"2015","45-49","Male","Philippines",51966,2664,19.5067567567568
"2015","50-54","Male","Philippines",17687,2233,7.92073443797582
"2015","55-59","Male","Philippines",6439,1797,3.58319421257652
"2015","60-64","Male","Philippines",2601,1322,1.96747352496218
"2015","65+","Male","Philippines",1733,1979,0.875694795351187
"2016","15-19","Male","Philippines",52070,5293,9.83752125448706
"2016","20-24","Male","Philippines",327477,4966,65.9438179621426
"2016","25-29","Male","Philippines",421840,4346,97.0639668660838
"2016","30-34","Male","Philippines",350258,3783,92.5873645255089
"2016","35-39","Male","Philippines",240212,3425,70.1348905109489
"2016","40-44","Male","Philippines",121795,3031,40.1831078851864
"2016","45-49","Male","Philippines",51496,2706,19.030303030303
"2016","50-54","Male","Philippines",17712,2289,7.73787680209699
"2016","55-59","Male","Philippines",6565,1849,3.55056787452677
"2016","60-64","Male","Philippines",2639,1378,1.91509433962264
"2016","65+","Male","Philippines",1709,2079,0.822029822029822
"2017","15-19","Male","Philippines",52342,5324,9.8313298271976
"2017","20-24","Male","Philippines",317520,5037,63.0375223347231
"2017","25-29","Male","Philippines",416168,4469,93.1232938017454
"2017","30-34","Male","Philippines",346451,3866,89.6148473874806
"2017","35-39","Male","Philippines",233730,3474,67.279792746114
"2017","40-44","Male","Philippines",118109,3096,38.1489018087855
"2017","45-49","Male","Philippines",49611,2747,18.0600655260284
"2017","50-54","Male","Philippines",16893,2352,7.18239795918367
"2017","55-59","Male","Philippines",6152,1903,3.23279033105623
"2017","60-64","Male","Philippines",2530,1436,1.76183844011142
"2017","65+","Male","Philippines",1493,2184,0.683608058608059
"2018","15-19","Male","Philippines",52342,5324,9.8313298271976
"2018","20-24","Male","Philippines",317520,5037,63.0375223347231
"2018","25-29","Male","Philippines",416168,4469,93.1232938017454
"2018","30-34","Male","Philippines",346451,3866,89.6148473874806
"2018","35-39","Male","Philippines",233730,3474,67.279792746114
"2018","40-44","Male","Philippines",118109,3096,38.1489018087855
"2018","45-49","Male","Philippines",49611,2747,18.0600655260284
"2018","50-54","Male","Philippines",16893,2352,7.18239795918367
"2018","55-59","Male","Philippines",6152,1903,3.23279033105623
"2018","60-64","Male","Philippines",2530,1436,1.76183844011142
"2018","65+","Male","Philippines",1493,2184,0.683608058608059
"2019","15-19","Male","Philippines",52342,5324,9.8313298271976
"2019","20-24","Male","Philippines",317520,5037,63.0375223347231
"2019","25-29","Male","Philippines",416168,4469,93.1232938017454
"2019","30-34","Male","Philippines",346451,3866,89.6148473874806
"2019","35-39","Male","Philippines",233730,3474,67.279792746114
"2019","40-44","Male","Philippines",118109,3096,38.1489018087855
"2019","45-49","Male","Philippines",49611,2747,18.0600655260284
"2019","50-54","Male","Philippines",16893,2352,7.18239795918367
"2019","55-59","Male","Philippines",6152,1903,3.23279033105623
"2019","60-64","Male","Philippines",2530,1436,1.76183844011142
"2019","65+","Male","Philippines",1493,2184,0.683608058608059
"2020","15-19","Male","Philippines",52342,5324,9.8313298271976
"2020","20-24","Male","Philippines",317520,5037,63.0375223347231
"2020","25-29","Male","Philippines",416168,4469,93.1232938017454
"2020","30-34","Male","Philippines",346451,3866,89.6148473874806
"2020","35-39","Male","Philippines",233730,3474,67.279792746114
"2020","40-44","Male","Philippines",118109,3096,38.1489018087855
"2020","45-49","Male","Philippines",49611,2747,18.0600655260284
"2020","50-54","Male","Philippines",16893,2352,7.18239795918367
"2020","55-59","Male","Philippines",6152,1903,3.23279033105623
"2020","60-64","Male","Philippines",2530,1436,1.76183844011142
"2020","65+","Male","Philippines",1493,2184,0.683608058608059
