X.1,X,age,gender,death.x,death.y,death,child_age,nb_c,orphans
16,16,50-59,Male,2658.46917808219,11740.2,8918,0,4.43425076452599e-4,4
16,16,50-59,Male,2658.46917808219,11740.2,8918,1,9.742494069814941e-4,9
16,16,50-59,Male,2658.46917808219,11740.2,8918,2,0.0015049920057608032,13
16,16,50-59,Male,2658.46917808219,11740.2,8918,3,0.0020356518329907275,18
16,16,50-59,Male,2658.46917808219,11740.2,8918,4,0.0023202335730408774,21
16,16,50-59,Male,2658.46917808219,11740.2,8918,5,0.002794113807142768,25
16,16,50-59,Male,2658.46917808219,11740.2,8918,6,0.004510163955991541,40
16,16,50-59,Male,2658.46917808219,11740.2,8918,7,0.006063589491925171,54
16,16,50-59,Male,2658.46917808219,11740.2,8918,8,0.007717281377910897,69
16,16,50-59,Male,2658.46917808219,11740.2,8918,9,0.009307261584863816,83
16,16,50-59,Male,2658.46917808219,11740.2,8918,10,0.011230996527540789,100
16,16,50-59,Male,2658.46917808219,11740.2,8918,11,0.015022033779600649,134
16,16,50-59,Male,2658.46917808219,11740.2,8918,12,0.019070821905771546,170
16,16,50-59,Male,2658.46917808219,11740.2,8918,13,0.020555953974037,183
16,16,50-59,Male,2658.46917808219,11740.2,8918,14,0.02416141372333164,215
16,16,50-59,Male,2658.46917808219,11740.2,8918,15,0.027712578688619947,247
16,16,50-59,Male,2658.46917808219,11740.2,8918,16,0.03423982954021437,305
16,16,50-59,Male,2658.46917808219,11740.2,8918,17,0.04076842951654915,364
7,7,60-69,Female,3814.32534246575,17201,13602,0,0,0
7,7,60-69,Female,3814.32534246575,17201,13602,1,0,0
7,7,60-69,Female,3814.32534246575,17201,13602,2,0,0
7,7,60-69,Female,3814.32534246575,17201,13602,3,0,0
7,7,60-69,Female,3814.32534246575,17201,13602,4,0,0
7,7,60-69,Female,3814.32534246575,17201,13602,5,0,0
7,7,60-69,Female,3814.32534246575,17201,13602,6,0,0
7,7,60-69,Female,3814.32534246575,17201,13602,7,0,0
7,7,60-69,Female,3814.32534246575,17201,13602,8,0,0
7,7,60-69,Female,3814.32534246575,17201,13602,9,0,0
7,7,60-69,Female,3814.32534246575,17201,13602,10,0,0
7,7,60-69,Female,3814.32534246575,17201,13602,11,2.17450966475028e-5,0
7,7,60-69,Female,3814.32534246575,17201,13602,12,4.96663387589514e-5,1
7,7,60-69,Female,3814.32534246575,17201,13602,13,7.17984886383561e-5,1
7,7,60-69,Female,3814.32534246575,17201,13602,14,9.48598507958952e-5,1
7,7,60-69,Female,3814.32534246575,17201,13602,15,1.23302845806915e-4,2
7,7,60-69,Female,3814.32534246575,17201,13602,16,5.729710294689291e-4,8
7,7,60-69,Female,3814.32534246575,17201,13602,17,0.0010215053798672995,14
17,17,60-69,Male,8761.3897260274,43317.8,34404,0,4.43425076452599e-4,15
17,17,60-69,Male,8761.3897260274,43317.8,34404,1,4.43425076452599e-4,15
17,17,60-69,Male,8761.3897260274,43317.8,34404,2,4.43425076452599e-4,15
17,17,60-69,Male,8761.3897260274,43317.8,34404,3,4.43425076452599e-4,15
17,17,60-69,Male,8761.3897260274,43317.8,34404,4,4.06543569808876e-4,14
17,17,60-69,Male,8761.3897260274,43317.8,34404,5,3.99901944762216e-4,14
17,17,60-69,Male,8761.3897260274,43317.8,34404,6,3.99901944762216e-4,14
17,17,60-69,Male,8761.3897260274,43317.8,34404,7,4.46179680940386e-4,15
17,17,60-69,Male,8761.3897260274,43317.8,34404,8,4.46179680940386e-4,15
17,17,60-69,Male,8761.3897260274,43317.8,34404,9,4.53324264580854e-4,16
17,17,60-69,Male,8761.3897260274,43317.8,34404,10,4.67644521138913e-4,16
17,17,60-69,Male,8761.3897260274,43317.8,34404,11,9.084189257150317e-4,31
17,17,60-69,Male,8761.3897260274,43317.8,34404,12,0.0013613613566100244,47
17,17,60-69,Male,8761.3897260274,43317.8,34404,13,0.0015595840018143236,54
17,17,60-69,Male,8761.3897260274,43317.8,34404,14,0.001934607258395993,67
17,17,60-69,Male,8761.3897260274,43317.8,34404,15,0.0023055503042015892,79
17,17,60-69,Male,8761.3897260274,43317.8,34404,16,0.003789526541925135,130
17,17,60-69,Male,8761.3897260274,43317.8,34404,17,0.005273794037222772,181
8,8,70-79,Female,7513.06506849315,325,0,0,0,0
8,8,70-79,Female,7513.06506849315,325,0,1,0,0
8,8,70-79,Female,7513.06506849315,325,0,2,0,0
8,8,70-79,Female,7513.06506849315,325,0,3,0,0
8,8,70-79,Female,7513.06506849315,325,0,4,0,0
8,8,70-79,Female,7513.06506849315,325,0,5,0,0
8,8,70-79,Female,7513.06506849315,325,0,6,0,0
8,8,70-79,Female,7513.06506849315,325,0,7,0,0
8,8,70-79,Female,7513.06506849315,325,0,8,0,0
8,8,70-79,Female,7513.06506849315,325,0,9,0,0
8,8,70-79,Female,7513.06506849315,325,0,10,0,0
8,8,70-79,Female,7513.06506849315,325,0,11,0,0
8,8,70-79,Female,7513.06506849315,325,0,12,0,0
8,8,70-79,Female,7513.06506849315,325,0,13,0,0
8,8,70-79,Female,7513.06506849315,325,0,14,0,0
8,8,70-79,Female,7513.06506849315,325,0,15,0,0
8,8,70-79,Female,7513.06506849315,325,0,16,0,0
8,8,70-79,Female,7513.06506849315,325,0,17,0,0
18,18,70-79,Male,11835.9671232877,512,0,0,4.43425076452599e-4,0
18,18,70-79,Male,11835.9671232877,512,0,1,4.43425076452599e-4,0
18,18,70-79,Male,11835.9671232877,512,0,2,4.43425076452599e-4,0
18,18,70-79,Male,11835.9671232877,512,0,3,4.43425076452599e-4,0
18,18,70-79,Male,11835.9671232877,512,0,4,4.06543569808876e-4,0
18,18,70-79,Male,11835.9671232877,512,0,5,3.99901944762216e-4,0
18,18,70-79,Male,11835.9671232877,512,0,6,3.99901944762216e-4,0
18,18,70-79,Male,11835.9671232877,512,0,7,4.46179680940386e-4,0
18,18,70-79,Male,11835.9671232877,512,0,8,4.46179680940386e-4,0
18,18,70-79,Male,11835.9671232877,512,0,9,4.53324264580854e-4,0
18,18,70-79,Male,11835.9671232877,512,0,10,4.67644521138913e-4,0
18,18,70-79,Male,11835.9671232877,512,0,11,4.55520393811533e-4,0
18,18,70-79,Male,11835.9671232877,512,0,12,4.55520393811533e-4,0
18,18,70-79,Male,11835.9671232877,512,0,13,4.34702523484988e-4,0
18,18,70-79,Male,11835.9671232877,512,0,14,4.34702523484988e-4,0
18,18,70-79,Male,11835.9671232877,512,0,15,4.34702523484988e-4,0
18,18,70-79,Male,11835.9671232877,512,0,16,4.34702523484988e-4,0
18,18,70-79,Male,11835.9671232877,512,0,17,4.34702523484988e-4,0
9,9,80-89,Female,11859.0842465753,513,0,0,0,0
9,9,80-89,Female,11859.0842465753,513,0,1,0,0
9,9,80-89,Female,11859.0842465753,513,0,2,0,0
9,9,80-89,Female,11859.0842465753,513,0,3,0,0
9,9,80-89,Female,11859.0842465753,513,0,4,0,0
9,9,80-89,Female,11859.0842465753,513,0,5,0,0
9,9,80-89,Female,11859.0842465753,513,0,6,0,0
9,9,80-89,Female,11859.0842465753,513,0,7,0,0
9,9,80-89,Female,11859.0842465753,513,0,8,0,0
9,9,80-89,Female,11859.0842465753,513,0,9,0,0
9,9,80-89,Female,11859.0842465753,513,0,10,0,0
9,9,80-89,Female,11859.0842465753,513,0,11,0,0
9,9,80-89,Female,11859.0842465753,513,0,12,0,0
9,9,80-89,Female,11859.0842465753,513,0,13,0,0
9,9,80-89,Female,11859.0842465753,513,0,14,0,0
9,9,80-89,Female,11859.0842465753,513,0,15,0,0
9,9,80-89,Female,11859.0842465753,513,0,16,0,0
9,9,80-89,Female,11859.0842465753,513,0,17,0,0
19,19,80-89,Male,10379.5883561644,449,0,0,4.43425076452599e-4,0
19,19,80-89,Male,10379.5883561644,449,0,1,4.43425076452599e-4,0
19,19,80-89,Male,10379.5883561644,449,0,2,4.43425076452599e-4,0
19,19,80-89,Male,10379.5883561644,449,0,3,4.43425076452599e-4,0
19,19,80-89,Male,10379.5883561644,449,0,4,4.06543569808876e-4,0
19,19,80-89,Male,10379.5883561644,449,0,5,3.99901944762216e-4,0
19,19,80-89,Male,10379.5883561644,449,0,6,3.99901944762216e-4,0
19,19,80-89,Male,10379.5883561644,449,0,7,4.46179680940386e-4,0
19,19,80-89,Male,10379.5883561644,449,0,8,4.46179680940386e-4,0
19,19,80-89,Male,10379.5883561644,449,0,9,4.53324264580854e-4,0
19,19,80-89,Male,10379.5883561644,449,0,10,4.67644521138913e-4,0
19,19,80-89,Male,10379.5883561644,449,0,11,4.55520393811533e-4,0
19,19,80-89,Male,10379.5883561644,449,0,12,4.55520393811533e-4,0
19,19,80-89,Male,10379.5883561644,449,0,13,4.34702523484988e-4,0
19,19,80-89,Male,10379.5883561644,449,0,14,4.34702523484988e-4,0
19,19,80-89,Male,10379.5883561644,449,0,15,4.34702523484988e-4,0
19,19,80-89,Male,10379.5883561644,449,0,16,4.34702523484988e-4,0
19,19,80-89,Male,10379.5883561644,449,0,17,4.34702523484988e-4,0
10,10,90+,Female,4646.54178082192,201,0,0,0,0
10,10,90+,Female,4646.54178082192,201,0,1,0,0
10,10,90+,Female,4646.54178082192,201,0,2,0,0
10,10,90+,Female,4646.54178082192,201,0,3,0,0
10,10,90+,Female,4646.54178082192,201,0,4,0,0
10,10,90+,Female,4646.54178082192,201,0,5,0,0
10,10,90+,Female,4646.54178082192,201,0,6,0,0
10,10,90+,Female,4646.54178082192,201,0,7,0,0
10,10,90+,Female,4646.54178082192,201,0,8,0,0
10,10,90+,Female,4646.54178082192,201,0,9,0,0
10,10,90+,Female,4646.54178082192,201,0,10,0,0
10,10,90+,Female,4646.54178082192,201,0,11,0,0
10,10,90+,Female,4646.54178082192,201,0,12,0,0
10,10,90+,Female,4646.54178082192,201,0,13,0,0
10,10,90+,Female,4646.54178082192,201,0,14,0,0
10,10,90+,Female,4646.54178082192,201,0,15,0,0
10,10,90+,Female,4646.54178082192,201,0,16,0,0
10,10,90+,Female,4646.54178082192,201,0,17,0,0
20,20,90+,Male,2334.82945205479,101,0,0,4.43425076452599e-4,0
20,20,90+,Male,2334.82945205479,101,0,1,4.43425076452599e-4,0
20,20,90+,Male,2334.82945205479,101,0,2,4.43425076452599e-4,0
20,20,90+,Male,2334.82945205479,101,0,3,4.43425076452599e-4,0
20,20,90+,Male,2334.82945205479,101,0,4,4.06543569808876e-4,0
20,20,90+,Male,2334.82945205479,101,0,5,3.99901944762216e-4,0
20,20,90+,Male,2334.82945205479,101,0,6,3.99901944762216e-4,0
20,20,90+,Male,2334.82945205479,101,0,7,4.46179680940386e-4,0
20,20,90+,Male,2334.82945205479,101,0,8,4.46179680940386e-4,0
20,20,90+,Male,2334.82945205479,101,0,9,4.53324264580854e-4,0
20,20,90+,Male,2334.82945205479,101,0,10,4.67644521138913e-4,0
20,20,90+,Male,2334.82945205479,101,0,11,4.55520393811533e-4,0
20,20,90+,Male,2334.82945205479,101,0,12,4.55520393811533e-4,0
20,20,90+,Male,2334.82945205479,101,0,13,4.34702523484988e-4,0
20,20,90+,Male,2334.82945205479,101,0,14,4.34702523484988e-4,0
20,20,90+,Male,2334.82945205479,101,0,15,4.34702523484988e-4,0
20,20,90+,Male,2334.82945205479,101,0,16,4.34702523484988e-4,0
20,20,90+,Male,2334.82945205479,101,0,17,4.34702523484988e-4,0
